Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time
ChEMBL,View-Unionable,assays_both_0_50_ec_ev,albert-base-v2,0.5714285714285714,0.4705882352941176,0.7272727272727273,75.56353497505188
ChEMBL,View-Unionable,assays_both_0_50_ec_ev,facebook/bart-base,0.5714285714285714,0.4705882352941176,0.7272727272727273,392.8069870471954
ChEMBL,View-Unionable,assays_both_0_50_ec_ev,gpt,0.5714285714285714,0.4705882352941176,0.7272727272727273,67.47191905975342
ChEMBL,View-Unionable,assays_both_0_50_ec_ev,roberta-base,0.3571428571428571,0.2941176470588235,0.4545454545454545,80.81303191184998
ChEMBL,View-Unionable,assays_both_0_30_ac5_av,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,44.74371123313904
ChEMBL,View-Unionable,assays_both_0_30_ac5_av,distilbert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,32.44662880897522
ChEMBL,View-Unionable,assays_both_0_30_ac5_av,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,24.930383682250977
ChEMBL,View-Unionable,assays_both_0_30_ac5_av,albert-base-v2,0.5,0.3571428571428571,0.8333333333333334,45.64568185806274
ChEMBL,View-Unionable,assays_both_0_30_ac5_av,facebook/bart-base,0.5,0.3571428571428571,0.8333333333333334,133.9542531967163
ChEMBL,View-Unionable,assays_both_0_30_ac5_av,gpt,0.6,0.4285714285714285,1.0,42.877968072891235
ChEMBL,View-Unionable,assays_both_0_30_ac5_av,roberta-base,0.3,0.2142857142857142,0.5,75.96064901351929
ChEMBL,View-Unionable,assays_both_0_1_ac4_av,bert-base-uncased,0.0,0.0,0.0,33.953675985336304
ChEMBL,View-Unionable,assays_both_0_1_ac4_av,distilbert-base-uncased,0.0,0.0,0.0,22.982444047927856
ChEMBL,View-Unionable,assays_both_0_1_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,16.56040596961975
ChEMBL,View-Unionable,assays_both_0_1_ac4_av,albert-base-v2,0.0,0.0,0.0,70.3410382270813
ChEMBL,View-Unionable,assays_both_0_1_ac4_av,facebook/bart-base,0.0,0.0,0.0,217.8923811912537
ChEMBL,View-Unionable,assays_both_0_1_ac4_av,gpt,0.1538461538461538,0.0833333333333333,1.0,26.140764951705933
ChEMBL,View-Unionable,assays_both_0_1_ac4_av,roberta-base,0.1538461538461538,0.0833333333333333,1.0,46.40241503715515
ChEMBL,View-Unionable,assays_both_0_70_ac2_av,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,427.17459416389465
