Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time,Model,Dataset Name,noise,models_y,Relation Type,Relation_binaire,Source 1 Attribute Count,Source 2 Attribute Count,Common Attribute Count,pourcentage_commun,Precision Median,Recall Median,F1 Score Median,ngcd_at_median,Precision (Top n%),Recall (Top n%),F1 Score (Top n%),ngcd_at_n,Precision (Top 2n%),Recall (Top 2n%),F1 Score (Top 2n%),ngcd_at_2n,F1 Score (Top 25),ngcd_at_25,F1 Score (Top 20),ngcd_at_20,F1 Score (Top 15),ngcd_at_15,F1 Score (Top 10),ngcd_at_10,F1 Score (Top 7),ngcd_at_7,F1 Score (Top 5),ngcd_at_5,Execution_Time_y
TPC-DI,Semantically-Joinable,prospect_vertical_50_ec_av,albert-base-v2,0.8148148148148148,0.6875,1.0,128.6058120727539,albert-base-v2,prospect_vertical_50_ec_av,1,albert-base-v2,Semantically-Joinable,Semantically,16,17,11,66,0.69,1.0,0.81,1.0,0.91,0.91,0.91,0.94,0.45,0.91,0.61,0.94,0.56,0.94,0.65,0.94,0.77,0.94,,,,,,,128.6058120727539
TPC-DI,Semantically-Joinable,prospect_vertical_50_ec_av,facebook/bart-base,0.8148148148148148,0.6875,1.0,290.7534730434418,facebook/bart-base,prospect_vertical_50_ec_av,1,facebook/bart-base,Semantically-Joinable,Semantically,16,17,11,66,0.56,0.82,0.67,0.86,0.45,0.45,0.45,0.54,0.36,0.45,0.4,0.69,0.4,0.74,0.43,0.69,0.43,0.59,,,,,,,290.7534730434418
TPC-DI,Semantically-Joinable,prospect_vertical_50_ec_av,gpt,0.8148148148148148,0.6875,1.0,78.99310374259949,gpt,prospect_vertical_50_ec_av,1,gpt,Semantically-Joinable,Semantically,16,17,11,66,0.69,1.0,0.81,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.61,1.0,0.71,1.0,0.85,1.0,,,,,,,78.99310374259949
TPC-DI,Semantically-Joinable,prospect_vertical_50_ec_av,roberta-base,0.8148148148148148,0.6875,1.0,125.43431091308594,roberta-base,prospect_vertical_50_ec_av,1,roberta-base,Semantically-Joinable,Semantically,16,17,11,66,0.69,1.0,0.81,1.0,0.73,0.73,0.73,0.82,0.41,0.73,0.52,0.87,0.52,0.92,0.56,0.87,0.66,0.87,,,,,,,125.43431091308594
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac2_av,bert-base-uncased,0.9090909090909092,0.8333333333333334,1.0,111.5670850276947,bert-base-uncased,prospect_vertical_70_ac2_av,3,bert-base-uncased,Semantically-Joinable,Semantically,18,19,15,81,0.83,1.0,0.91,0.98,0.8,0.8,0.8,0.85,0.43,0.8,0.56,0.88,0.6,0.85,0.69,0.85,0.8,0.85,,,,,,,111.5670850276947
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac2_av,distilbert-base-uncased,0.9090909090909092,0.8333333333333334,1.0,103.76550698280334,distilbert-base-uncased,prospect_vertical_70_ac2_av,3,distilbert-base-uncased,Semantically-Joinable,Semantically,18,19,15,81,0.83,1.0,0.91,0.98,0.73,0.73,0.73,0.8,0.47,0.73,0.57,0.91,0.58,0.84,0.66,0.84,0.73,0.8,,,,,,,103.76550698280334
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.9090909090909092,0.8333333333333334,1.0,63.39522099494934,sentence-transformers/all-MiniLM-L6-v2,prospect_vertical_70_ac2_av,3,sentence-transformers/all-MiniLM-L6-v2,Semantically-Joinable,Semantically,18,19,15,81,0.83,1.0,0.91,1.0,0.87,0.87,0.87,0.91,0.47,0.87,0.61,0.95,0.68,0.95,0.77,0.95,0.87,0.91,,,,,,,63.39522099494934
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac2_av,albert-base-v2,0.7878787878787877,0.7222222222222222,0.8666666666666667,167.4399869441986,albert-base-v2,prospect_vertical_70_ac2_av,3,albert-base-v2,Semantically-Joinable,Semantically,18,19,15,81,0.72,0.87,0.79,0.87,0.6,0.6,0.6,0.7,0.47,0.6,0.52,0.88,0.56,0.85,0.55,0.74,0.6,0.7,,,,,,,167.4399869441986
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac2_av,facebook/bart-base,0.9090909090909092,0.8333333333333334,1.0,297.6841850280762,facebook/bart-base,prospect_vertical_70_ac2_av,3,facebook/bart-base,Semantically-Joinable,Semantically,18,19,15,81,0.83,1.0,0.91,0.95,0.67,0.67,0.67,0.74,0.47,0.67,0.55,0.89,0.58,0.85,0.63,0.82,0.67,0.74,,,,,,,297.6841850280762
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac2_av,gpt,0.9090909090909092,0.8333333333333334,1.0,78.66914105415344,gpt,prospect_vertical_70_ac2_av,3,gpt,Semantically-Joinable,Semantically,18,19,15,81,0.83,1.0,0.91,0.99,0.8,0.8,0.8,0.86,0.47,0.8,0.59,0.94,0.66,0.94,0.72,0.9,0.8,0.86,,,,,,,78.66914105415344
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac2_av,roberta-base,0.7272727272727272,0.6666666666666666,0.8,136.69490313529968,roberta-base,prospect_vertical_70_ac2_av,3,roberta-base,Semantically-Joinable,Semantically,18,19,15,81,0.67,0.8,0.73,0.78,0.6,0.6,0.6,0.65,0.43,0.6,0.5,0.79,0.48,0.69,0.55,0.69,0.6,0.65,,,,,,,136.69490313529968
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac4_av,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,81.92139887809753,bert-base-uncased,prospect_vertical_30_ac4_av,5,bert-base-uncased,Semantically-Joinable,Semantically,14,14,6,42,0.29,0.67,0.4,0.73,0.67,0.67,0.67,0.74,0.42,0.67,0.51,0.83,0.35,0.9,0.36,0.83,0.44,0.83,0.57,0.83,0.62,0.74,,,81.92139887809753
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac4_av,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,59.133285999298096,distilbert-base-uncased,prospect_vertical_30_ac4_av,5,distilbert-base-uncased,Semantically-Joinable,Semantically,14,14,6,42,0.36,0.83,0.5,0.88,0.67,0.67,0.67,0.76,0.42,0.67,0.51,0.84,0.35,0.91,0.36,0.84,0.44,0.84,0.5,0.76,0.62,0.76,,,59.133285999298096
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,44.37454605102539,sentence-transformers/all-MiniLM-L6-v2,prospect_vertical_30_ac4_av,5,sentence-transformers/all-MiniLM-L6-v2,Semantically-Joinable,Semantically,14,14,6,42,0.29,0.67,0.4,0.72,0.67,0.67,0.67,0.74,0.42,0.67,0.51,0.83,0.35,0.9,0.41,0.9,0.44,0.83,0.5,0.74,0.62,0.74,,,44.37454605102539
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac4_av,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,81.49664807319641,albert-base-v2,prospect_vertical_30_ac4_av,5,albert-base-v2,Semantically-Joinable,Semantically,14,14,6,42,0.29,0.67,0.4,0.74,0.83,0.83,0.83,0.85,0.42,0.83,0.56,0.85,0.37,0.92,0.44,0.92,0.48,0.85,0.62,0.85,0.77,0.85,,,81.49664807319641
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac4_av,facebook/bart-base,0.4,0.2857142857142857,0.6666666666666666,193.0280101299286,facebook/bart-base,prospect_vertical_30_ac4_av,5,facebook/bart-base,Semantically-Joinable,Semantically,14,14,6,42,0.29,0.67,0.4,0.74,0.83,0.83,0.83,0.85,0.42,0.83,0.56,0.85,0.37,0.93,0.44,0.93,0.54,0.93,0.62,0.85,0.77,0.85,,,193.0280101299286
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac4_av,gpt,0.4,0.2857142857142857,0.6666666666666666,61.964996099472046,gpt,prospect_vertical_30_ac4_av,5,gpt,Semantically-Joinable,Semantically,14,14,6,42,0.29,0.67,0.4,0.72,0.67,0.67,0.67,0.74,0.33,0.67,0.44,0.74,0.35,0.89,0.41,0.89,0.44,0.82,0.5,0.74,0.62,0.74,,,61.964996099472046
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac4_av,roberta-base,0.4,0.2857142857142857,0.6666666666666666,89.58153915405273,roberta-base,prospect_vertical_30_ac4_av,5,roberta-base,Semantically-Joinable,Semantically,14,14,6,42,0.29,0.67,0.4,0.7,0.83,0.83,0.83,0.81,0.42,0.83,0.56,0.81,0.37,0.88,0.38,0.81,0.48,0.81,0.62,0.81,0.77,0.81,,,89.58153915405273
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac5_av,bert-base-uncased,0.0,0.0,0.0,40.238882064819336,bert-base-uncased,prospect_vertical_1_ac5_av,6,bert-base-uncased,Semantically-Joinable,Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,40.238882064819336
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac5_av,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,25.25384998321533,distilbert-base-uncased,prospect_vertical_1_ac5_av,6,distilbert-base-uncased,Semantically-Joinable,Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,25.25384998321533
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac5_av,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,18.94196200370789,sentence-transformers/all-MiniLM-L6-v2,prospect_vertical_1_ac5_av,6,sentence-transformers/all-MiniLM-L6-v2,Semantically-Joinable,Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,18.94196200370789
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac5_av,albert-base-v2,0.0,0.0,0.0,38.574066400527954,albert-base-v2,prospect_vertical_1_ac5_av,6,albert-base-v2,Semantically-Joinable,Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,38.574066400527954
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac5_av,facebook/bart-base,0.0,0.0,0.0,91.49108409881592,facebook/bart-base,prospect_vertical_1_ac5_av,6,facebook/bart-base,Semantically-Joinable,Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,91.49108409881592
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac5_av,gpt,0.1666666666666666,0.0909090909090909,1.0,27.40476679801941,gpt,prospect_vertical_1_ac5_av,6,gpt,Semantically-Joinable,Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,27.40476679801941
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac5_av,roberta-base,0.0,0.0,0.0,60.325791120529175,roberta-base,prospect_vertical_1_ac5_av,6,roberta-base,Semantically-Joinable,Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,60.325791120529175
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac2_av,bert-base-uncased,0.8148148148148148,0.6875,1.0,120.22344207763672,bert-base-uncased,prospect_vertical_50_ac2_av,3,bert-base-uncased,Semantically-Joinable,Semantically,16,17,11,66,0.69,1.0,0.81,0.99,0.55,0.55,0.55,0.68,0.41,0.55,0.47,0.84,0.43,0.84,0.49,0.84,0.5,0.74,,,,,,,120.22344207763672
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac2_av,distilbert-base-uncased,0.8148148148148148,0.6875,1.0,88.84803915023804,distilbert-base-uncased,prospect_vertical_50_ac2_av,3,distilbert-base-uncased,Semantically-Joinable,Semantically,16,17,11,66,0.62,0.91,0.74,0.92,0.55,0.55,0.55,0.67,0.41,0.55,0.47,0.82,0.43,0.82,0.46,0.77,0.5,0.72,,,,,,,88.84803915023804
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.7407407407407406,0.625,0.9090909090909092,66.05339097976685,sentence-transformers/all-MiniLM-L6-v2,prospect_vertical_50_ac2_av,3,sentence-transformers/all-MiniLM-L6-v2,Semantically-Joinable,Semantically,16,17,11,66,0.62,0.91,0.74,0.93,0.64,0.64,0.64,0.75,0.36,0.64,0.46,0.8,0.46,0.84,0.49,0.8,0.58,0.8,,,,,,,66.05339097976685
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac2_av,albert-base-v2,0.7407407407407406,0.625,0.9090909090909092,129.91554403305054,albert-base-v2,prospect_vertical_50_ac2_av,3,albert-base-v2,Semantically-Joinable,Semantically,16,17,11,66,0.56,0.82,0.67,0.86,0.45,0.45,0.45,0.61,0.41,0.45,0.43,0.81,0.4,0.81,0.43,0.76,0.43,0.67,,,,,,,129.91554403305054
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac2_av,facebook/bart-base,0.8148148148148148,0.6875,1.0,273.4110598564148,facebook/bart-base,prospect_vertical_50_ac2_av,3,facebook/bart-base,Semantically-Joinable,Semantically,16,17,11,66,0.69,1.0,0.81,1.0,0.73,0.73,0.73,0.8,0.41,0.73,0.52,0.85,0.48,0.85,0.56,0.85,0.66,0.85,,,,,,,273.4110598564148
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac2_av,gpt,0.6666666666666666,0.5625,0.8181818181818182,75.03313112258911,gpt,prospect_vertical_50_ac2_av,3,gpt,Semantically-Joinable,Semantically,16,17,11,66,0.62,0.91,0.74,0.93,0.64,0.64,0.64,0.69,0.36,0.64,0.46,0.74,0.46,0.78,0.49,0.74,0.54,0.69,,,,,,,75.03313112258911
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac2_av,roberta-base,0.5925925925925926,0.5,0.7272727272727273,134.27303886413574,roberta-base,prospect_vertical_50_ac2_av,3,roberta-base,Semantically-Joinable,Semantically,16,17,11,66,0.44,0.64,0.52,0.66,0.45,0.45,0.45,0.52,0.27,0.45,0.34,0.57,0.35,0.61,0.36,0.57,0.38,0.52,,,,,,,134.27303886413574
TPC-DI,Semantically-Joinable,prospect_both_50_70_ac4_av,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,135.5035378932953,bert-base-uncased,prospect_both_50_70_ac4_av,5,bert-base-uncased,Semantically-Joinable,Semantically,18,19,15,81,0.56,0.67,0.61,0.75,0.53,0.53,0.53,0.66,0.3,0.53,0.38,0.7,0.43,0.7,0.49,0.7,0.53,0.66,,,,,,,135.5035378932953
TPC-DI,Semantically-Joinable,prospect_both_50_70_ac4_av,distilbert-base-uncased,0.606060606060606,0.5555555555555556,0.6666666666666666,100.87396216392516,distilbert-base-uncased,prospect_both_50_70_ac4_av,5,distilbert-base-uncased,Semantically-Joinable,Semantically,18,19,15,81,0.56,0.67,0.61,0.68,0.47,0.47,0.47,0.54,0.33,0.47,0.39,0.65,0.41,0.61,0.43,0.58,0.47,0.54,,,,,,,100.87396216392516
TPC-DI,Semantically-Joinable,prospect_both_50_70_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.606060606060606,0.5555555555555556,0.6666666666666666,64.26055884361267,sentence-transformers/all-MiniLM-L6-v2,prospect_both_50_70_ac4_av,5,sentence-transformers/all-MiniLM-L6-v2,Semantically-Joinable,Semantically,18,19,15,81,0.5,0.6,0.55,0.7,0.67,0.67,0.67,0.75,0.4,0.67,0.5,0.82,0.56,0.82,0.6,0.79,0.67,0.75,,,,,,,64.26055884361267
TPC-DI,Semantically-Joinable,prospect_both_50_70_ac4_av,albert-base-v2,0.8484848484848485,0.7777777777777778,0.9333333333333332,127.56963205337524,albert-base-v2,prospect_both_50_70_ac4_av,5,albert-base-v2,Semantically-Joinable,Semantically,18,19,15,81,0.78,0.93,0.85,0.94,0.53,0.53,0.53,0.67,0.4,0.53,0.46,0.81,0.46,0.74,0.49,0.7,0.53,0.67,,,,,,,127.56963205337524
TPC-DI,Semantically-Joinable,prospect_both_50_70_ac4_av,facebook/bart-base,0.6666666666666666,0.6111111111111112,0.7333333333333333,294.1911852359772,facebook/bart-base,prospect_both_50_70_ac4_av,5,facebook/bart-base,Semantically-Joinable,Semantically,18,19,15,81,0.67,0.8,0.73,0.83,0.4,0.4,0.4,0.56,0.37,0.4,0.38,0.75,0.38,0.68,0.4,0.64,0.4,0.56,,,,,,,294.1911852359772
TPC-DI,Semantically-Joinable,prospect_both_50_70_ac4_av,gpt,0.5454545454545454,0.5,0.6,94.17399382591248,gpt,prospect_both_50_70_ac4_av,5,gpt,Semantically-Joinable,Semantically,18,19,15,81,0.5,0.6,0.55,0.68,0.6,0.6,0.6,0.68,0.4,0.6,0.48,0.8,0.51,0.77,0.57,0.77,0.6,0.68,,,,,,,94.17399382591248
TPC-DI,Semantically-Joinable,prospect_both_50_70_ac4_av,roberta-base,0.606060606060606,0.5555555555555556,0.6666666666666666,131.4298119544983,roberta-base,prospect_both_50_70_ac4_av,5,roberta-base,Semantically-Joinable,Semantically,18,19,15,81,0.72,0.87,0.79,0.87,0.4,0.4,0.4,0.52,0.37,0.4,0.38,0.71,0.36,0.6,0.37,0.56,0.4,0.52,,,,,,,131.4298119544983
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac1_av,bert-base-uncased,0.0,0.0,0.0,35.831104040145874,bert-base-uncased,prospect_vertical_1_ac1_av,2,bert-base-uncased,Semantically-Joinable,Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,35.831104040145874
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac1_av,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,25.01959991455078,distilbert-base-uncased,prospect_vertical_1_ac1_av,2,distilbert-base-uncased,Semantically-Joinable,Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,25.01959991455078
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,18.649802207946777,sentence-transformers/all-MiniLM-L6-v2,prospect_vertical_1_ac1_av,2,sentence-transformers/all-MiniLM-L6-v2,Semantically-Joinable,Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,18.649802207946777
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac1_av,albert-base-v2,0.1666666666666666,0.0909090909090909,1.0,36.21793007850647,albert-base-v2,prospect_vertical_1_ac1_av,2,albert-base-v2,Semantically-Joinable,Semantically,11,12,1,8,0.09,1.0,0.17,0.63,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,36.21793007850647
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac1_av,facebook/bart-base,0.1666666666666666,0.0909090909090909,1.0,87.16763806343079,facebook/bart-base,prospect_vertical_1_ac1_av,2,facebook/bart-base,Semantically-Joinable,Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,87.16763806343079
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac1_av,gpt,0.1666666666666666,0.0909090909090909,1.0,29.25568413734436,gpt,prospect_vertical_1_ac1_av,2,gpt,Semantically-Joinable,Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,29.25568413734436
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac1_av,roberta-base,0.1666666666666666,0.0909090909090909,1.0,40.211442947387695,roberta-base,prospect_vertical_1_ac1_av,2,roberta-base,Semantically-Joinable,Semantically,11,12,1,8,0.09,1.0,0.17,0.63,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,40.211442947387695
TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,bert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,60.904123306274414,bert-base-uncased,prospect_both_50_30_ac2_av,3,bert-base-uncased,Semantically-Joinable,Semantically,14,14,6,42,0.36,0.83,0.5,0.86,0.67,0.67,0.67,0.76,0.5,0.67,0.57,0.95,0.35,0.95,0.41,0.95,0.5,0.95,0.63,0.95,0.69,0.86,,,60.904123306274414
TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,distilbert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,45.9419629573822,distilbert-base-uncased,prospect_both_50_30_ac2_av,3,distilbert-base-uncased,Semantically-Joinable,Semantically,14,14,6,42,0.43,1.0,0.6,0.95,0.83,0.83,0.83,0.85,0.5,0.83,0.62,0.94,0.37,0.94,0.44,0.94,0.54,0.94,0.7,0.94,0.77,0.85,,,45.9419629573822
TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.6,0.4285714285714285,1.0,34.464797258377075,sentence-transformers/all-MiniLM-L6-v2,prospect_both_50_30_ac2_av,3,sentence-transformers/all-MiniLM-L6-v2,Semantically-Joinable,Semantically,14,14,6,42,0.43,1.0,0.6,0.95,0.83,0.83,0.83,0.85,0.5,0.83,0.62,0.94,0.37,0.94,0.44,0.94,0.54,0.94,0.7,0.94,0.77,0.85,,,34.464797258377075
TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,albert-base-v2,0.5,0.3571428571428571,0.8333333333333334,65.18392086029053,albert-base-v2,prospect_both_50_30_ac2_av,3,albert-base-v2,Semantically-Joinable,Semantically,14,14,6,42,0.36,0.83,0.5,0.84,0.83,0.83,0.83,0.85,0.5,0.83,0.62,0.93,0.37,0.93,0.44,0.93,0.54,0.93,0.62,0.85,0.77,0.85,,,65.18392086029053
TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,facebook/bart-base,0.5,0.3571428571428571,0.8333333333333334,156.4770529270172,facebook/bart-base,prospect_both_50_30_ac2_av,3,facebook/bart-base,Semantically-Joinable,Semantically,14,14,6,42,0.36,0.83,0.5,0.86,0.67,0.67,0.67,0.76,0.5,0.67,0.57,0.94,0.35,0.94,0.41,0.94,0.5,0.94,0.57,0.86,0.69,0.86,,,156.4770529270172
TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,gpt,0.5,0.3571428571428571,0.8333333333333334,50.49683594703674,gpt,prospect_both_50_30_ac2_av,3,gpt,Semantically-Joinable,Semantically,14,14,6,42,0.36,0.83,0.5,0.88,0.83,0.83,0.83,0.88,0.5,0.83,0.62,0.98,0.37,0.98,0.44,0.98,0.54,0.98,0.7,0.98,0.85,0.98,,,50.49683594703674
TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,roberta-base,0.5,0.3571428571428571,0.8333333333333334,74.88080286979675,roberta-base,prospect_both_50_30_ac2_av,3,roberta-base,Semantically-Joinable,Semantically,14,14,6,42,0.36,0.83,0.5,0.88,0.83,0.83,0.83,0.88,0.5,0.83,0.62,0.97,0.37,0.97,0.44,0.97,0.54,0.97,0.62,0.88,0.77,0.88,,,74.88080286979675
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac3_av,bert-base-uncased,0.8148148148148148,0.6875,1.0,93.30293822288512,bert-base-uncased,prospect_vertical_50_ac3_av,4,bert-base-uncased,Semantically-Joinable,Semantically,16,17,11,66,0.69,1.0,0.81,1.0,0.73,0.73,0.73,0.81,0.45,0.73,0.56,0.91,0.52,0.91,0.59,0.91,0.7,0.91,,,,,,,93.30293822288512
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac3_av,distilbert-base-uncased,0.8148148148148148,0.6875,1.0,72.64102506637573,distilbert-base-uncased,prospect_vertical_50_ac3_av,4,distilbert-base-uncased,Semantically-Joinable,Semantically,16,17,11,66,0.69,1.0,0.81,0.99,0.73,0.73,0.73,0.8,0.45,0.73,0.56,0.9,0.52,0.9,0.59,0.9,0.7,0.9,,,,,,,72.64102506637573
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac3_av,sentence-transformers/all-MiniLM-L6-v2,0.5925925925925926,0.5,0.7272727272727273,53.74691987037659,sentence-transformers/all-MiniLM-L6-v2,prospect_vertical_50_ac3_av,4,sentence-transformers/all-MiniLM-L6-v2,Semantically-Joinable,Semantically,16,17,11,66,0.56,0.82,0.67,0.86,0.82,0.82,0.82,0.85,0.45,0.82,0.58,0.9,0.54,0.9,0.62,0.9,0.69,0.85,,,,,,,53.74691987037659
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac3_av,albert-base-v2,0.6666666666666666,0.5625,0.8181818181818182,101.09503412246704,albert-base-v2,prospect_vertical_50_ac3_av,4,albert-base-v2,Semantically-Joinable,Semantically,16,17,11,66,0.69,1.0,0.81,0.98,0.64,0.64,0.64,0.73,0.45,0.64,0.53,0.88,0.49,0.88,0.49,0.79,0.58,0.79,,,,,,,101.09503412246704
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac3_av,facebook/bart-base,0.8148148148148148,0.6875,1.0,232.9199869632721,facebook/bart-base,prospect_vertical_50_ac3_av,4,facebook/bart-base,Semantically-Joinable,Semantically,16,17,11,66,0.56,0.82,0.67,0.84,0.73,0.73,0.73,0.79,0.45,0.73,0.56,0.89,0.52,0.89,0.59,0.89,0.62,0.79,,,,,,,232.9199869632721
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac3_av,gpt,0.6666666666666666,0.5625,0.8181818181818182,82.52295899391174,gpt,prospect_vertical_50_ac3_av,4,gpt,Semantically-Joinable,Semantically,16,17,11,66,0.56,0.82,0.67,0.82,0.64,0.64,0.64,0.68,0.45,0.64,0.53,0.84,0.49,0.84,0.56,0.84,0.62,0.79,,,,,,,82.52295899391174
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac3_av,roberta-base,0.7407407407407406,0.625,0.9090909090909092,107.77212905883788,roberta-base,prospect_vertical_50_ac3_av,4,roberta-base,Semantically-Joinable,Semantically,16,17,11,66,0.56,0.82,0.67,0.86,0.73,0.73,0.73,0.81,0.36,0.73,0.48,0.81,0.48,0.85,0.52,0.81,0.62,0.81,,,,,,,107.77212905883788
