Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time
TPC-DI,View-Unionable,prospect_both_0_1_ec_av,albert-base-v2,0.0,0.0,0.0,31.042557954788208
TPC-DI,View-Unionable,prospect_both_0_1_ec_av,facebook/bart-base,0.0,0.0,0.0,79.8690812587738
TPC-DI,View-Unionable,prospect_both_0_1_ec_av,gpt,0.1666666666666666,0.0909090909090909,1.0,25.934783935546875
TPC-DI,View-Unionable,prospect_both_0_1_ec_av,roberta-base,0.1666666666666666,0.0909090909090909,1.0,34.1686646938324
TPC-DI,View-Unionable,prospect_both_0_50_ac2_ev,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,81.04547476768494
TPC-DI,View-Unionable,prospect_both_0_50_ac2_ev,distilbert-base-uncased,0.6666666666666666,0.5625,0.8181818181818182,63.39498996734619
TPC-DI,View-Unionable,prospect_both_0_50_ac2_ev,sentence-transformers/all-MiniLM-L6-v2,0.8148148148148148,0.6875,1.0,45.09796404838562
TPC-DI,View-Unionable,prospect_both_0_50_ac2_ev,albert-base-v2,0.5925925925925926,0.5,0.7272727272727273,89.89176607131958
TPC-DI,View-Unionable,prospect_both_0_50_ac2_ev,facebook/bart-base,0.7407407407407406,0.625,0.9090909090909092,207.3549530506134
TPC-DI,View-Unionable,prospect_both_0_50_ac2_ev,gpt,0.6666666666666666,0.5625,0.8181818181818182,72.25904774665833
TPC-DI,View-Unionable,prospect_both_0_50_ac2_ev,roberta-base,0.5925925925925926,0.5,0.7272727272727273,90.54126620292664
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,33.486762046813965
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,28.17648482322693
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,17.55817198753357
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,albert-base-v2,0.0,0.0,0.0,39.87903904914856
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,facebook/bart-base,0.0,0.0,0.0,92.49752497673036
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,28.13350296020508
TPC-DI,View-Unionable,prospect_both_0_1_ec_ev,roberta-base,0.1666666666666666,0.0909090909090909,1.0,31.31153035163879
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,33.09548497200012
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,25.940730094909668
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,17.541738986968994
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,albert-base-v2,0.0,0.0,0.0,35.041443824768066
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,facebook/bart-base,0.0,0.0,0.0,93.29820013046265
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,gpt,0.1666666666666666,0.0909090909090909,1.0,30.685904026031498
TPC-DI,View-Unionable,prospect_both_0_1_ac2_av,roberta-base,0.1666666666666666,0.0909090909090909,1.0,40.46396589279175
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,bert-base-uncased,0.606060606060606,0.5555555555555556,0.6666666666666666,130.15089297294617
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,distilbert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,89.23913288116455
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,65.1332859992981
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,albert-base-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,112.5665681362152
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,facebook/bart-base,0.6666666666666666,0.6111111111111112,0.7333333333333333,290.25355100631714
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,gpt,0.5454545454545454,0.5,0.6,92.26626110076904
TPC-DI,View-Unionable,prospect_both_0_70_ac2_av,roberta-base,0.606060606060606,0.5555555555555556,0.6666666666666666,116.4585931301117
TPC-DI,View-Unionable,prospect_both_0_30_ac4_av,bert-base-uncased,0.3,0.2142857142857142,0.5,75.93758201599121
TPC-DI,View-Unionable,prospect_both_0_30_ac4_av,distilbert-base-uncased,0.3,0.2142857142857142,0.5,56.52939295768738
TPC-DI,View-Unionable,prospect_both_0_30_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,37.7590069770813
TPC-DI,View-Unionable,prospect_both_0_30_ac4_av,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,72.62638974189758
TPC-DI,View-Unionable,prospect_both_0_30_ac4_av,facebook/bart-base,0.2,0.1428571428571428,0.3333333333333333,171.25441598892212
TPC-DI,View-Unionable,prospect_both_0_30_ac4_av,gpt,0.3,0.2142857142857142,0.5,60.33732390403747
TPC-DI,View-Unionable,prospect_both_0_30_ac4_av,roberta-base,0.4,0.2857142857142857,0.6666666666666666,88.62069296836853
TPC-DI,View-Unionable,prospect_both_0_1_ac3_av,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,36.81294798851013
TPC-DI,View-Unionable,prospect_both_0_1_ac3_av,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,25.75212025642395
TPC-DI,View-Unionable,prospect_both_0_1_ac3_av,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,17.15738606452942
TPC-DI,View-Unionable,prospect_both_0_1_ac3_av,albert-base-v2,0.0,0.0,0.0,41.845762729644775
TPC-DI,View-Unionable,prospect_both_0_1_ac3_av,facebook/bart-base,0.0,0.0,0.0,93.13069319725037
TPC-DI,View-Unionable,prospect_both_0_1_ac3_av,gpt,0.1666666666666666,0.0909090909090909,1.0,27.93490719795227
TPC-DI,View-Unionable,prospect_both_0_1_ac3_av,roberta-base,0.1666666666666666,0.0909090909090909,1.0,42.81554317474365
TPC-DI,View-Unionable,prospect_both_0_70_ac3_av,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,122.027330160141
