Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time,Model,models_y,f1_score_y,Precision_y,Recall_y,Noise_Level,Attributes_Source1,Attributes_Source2,Common_Attributes,pourcentage_commun,Relation_binaire,F1 Score Median,NDCG at Median,Dataset.1,Model.1,Category.1,Relation.1,models.1,f1_score.1,Precision.1,Recall.1,Execution_Time_y,Noise_Level.1,Attributes_Source1.1,Attributes_Source2.1,Common_Attributes.1,pourcentage_commun.1,Relation_binaire.1,F1 Score Median.1,NDCG at Median.1
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac1_av,distilbert-base-uncased,0.5185185185185185,0.4375,0.6363636363636364,95.67448401451112,distilbert-base-uncased,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,2,16.0,17.0,11.0,66.0,Semantically,0.6666666666666666,0.8384774335353721,prospect_vertical_30_ec_av,distilbert-base-uncased,TPC-DI,Semantically-Joinable,bert-base-uncased,0.3,0.2142857142857142,0.5,84.24459981918335,1.0,14.0,14.0,6.0,42.0,Semantically,0.4,0.4716133875013484
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.5185185185185185,0.4375,0.6363636363636364,56.12829804420471,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,2,16.0,17.0,11.0,66.0,Semantically,0.5925925925925926,0.8058725380846895,assays_vertical_70_ac1_av,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,Semantically-Joinable,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,65.63892674446106,2.0,19.0,20.0,16.0,82.0,Semantically,0.5142857142857142,0.6270441307176076
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac1_av,albert-base-v2,0.4444444444444444,0.375,0.5454545454545454,67.90534496307373,albert-base-v2,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,2,16.0,17.0,11.0,66.0,Semantically,0.5925925925925926,0.7506859274957218,assays_both_50_50_ac1_ev,albert-base-v2,ChEMBL,Joinable,bert-base-uncased,0.7142857142857143,0.5882352941176471,0.9090909090909092,135.82152485847473,2.0,17.0,17.0,11.0,64.0,No Semantically,0.5714285714285714,0.6469749924492967
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac1_av,facebook/bart-base,0.5925925925925926,0.5,0.7272727272727273,291.44268107414246,facebook/bart-base,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,2,16.0,17.0,11.0,66.0,Semantically,0.5185185185185185,0.7021919236273566,prospect_both_0_70_ac3_ev,facebook/bart-base,TPC-DI,View-Unionable,roberta-base,0.4242424242424242,0.3888888888888889,0.4666666666666667,263.84642267227173,4.0,18.0,19.0,15.0,81.0,No Semantically,0.4242424242424242,0.4740796799276403
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac1_av,gpt,0.3703703703703703,0.3125,0.4545454545454545,75.17037892341614,gpt,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,2,16.0,17.0,11.0,66.0,Semantically,0.7407407407407406,0.9261364399330444,assays_both_0_70_ac5_av,gpt,ChEMBL,View-Unionable,albert-base-v2,0.5714285714285714,0.5263157894736842,0.625,81.3561019897461,6.0,19.0,20.0,16.0,82.0,No Semantically,0.742857142857143,0.8514113404454583
TPC-DI,Semantically-Joinable,prospect_vertical_50_ac1_av,roberta-base,0.2962962962962963,0.25,0.3636363636363636,146.88881826400757,roberta-base,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,2,16.0,17.0,11.0,66.0,Semantically,0.5185185185185185,0.6435785006857427,prospect_both_50_70_ac2_ev,roberta-base,TPC-DI,Joinable,distilbert-base-uncased,0.5454545454545454,0.5,0.6,111.1468391418457,3.0,18.0,19.0,15.0,81.0,No Semantically,0.5454545454545454,0.5092757432811358
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,21.48669409751892,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.0,0.0,0.0,3,11.0,12.0,1.0,8.0,Semantically,0.0,0.0,assays_horizontal_50_ac2_ev,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,Unionable,bert-base-uncased,0.782608695652174,0.782608695652174,0.782608695652174,22.097413778305057,3.0,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7697292903211014
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac2_av,albert-base-v2,0.0,0.0,0.0,23.47261691093445,albert-base-v2,bert-base-uncased,0.0,0.0,0.0,3,11.0,12.0,1.0,8.0,Semantically,0.0,0.0,assays_horizontal_100_ac4_ev,albert-base-v2,ChEMBL,Unionable,bert-base-uncased,0.782608695652174,0.782608695652174,0.782608695652174,36.70273303985596,5.0,23.0,23.0,23.0,100.0,No Semantically,0.8260869565217391,0.8505958474967875
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac2_av,facebook/bart-base,0.0,0.0,0.0,104.25299024581908,facebook/bart-base,bert-base-uncased,0.0,0.0,0.0,3,11.0,12.0,1.0,8.0,Semantically,0.0,0.0,assays_vertical_70_ac3_av,facebook/bart-base,ChEMBL,Semantically-Joinable,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,103.46579194068909,4.0,19.0,20.0,16.0,82.0,Semantically,0.6857142857142857,0.696569800198642
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac2_av,gpt,0.0,0.0,0.0,27.52066397666931,gpt,bert-base-uncased,0.0,0.0,0.0,3,11.0,12.0,1.0,8.0,Semantically,0.0,0.0,assays_both_50_70_ec_ev,gpt,ChEMBL,Joinable,distilbert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,30.09061026573181,1.0,19.0,20.0,16.0,82.0,No Semantically,0.742857142857143,0.7262246210989752
TPC-DI,Semantically-Joinable,prospect_vertical_1_ac2_av,roberta-base,0.0,0.0,0.0,51.379440784454346,roberta-base,bert-base-uncased,0.0,0.0,0.0,3,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,0.5,prospect_both_0_1_ac2_av,roberta-base,TPC-DI,View-Unionable,albert-base-v2,0.0,0.0,0.0,44.63060688972473,3.0,11.0,12.0,1.0,8.0,No Semantically,0.0,0.0
TPC-DI,Semantically-Joinable,prospect_both_50_30_ac1_av,bert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,88.82440304756165,bert-base-uncased,bert-base-uncased,0.3,0.2142857142857142,0.5,2,14.0,14.0,6.0,42.0,Semantically,0.3,0.4500112274528523,prospect_both_50_30_ac1_av,bert-base-uncased,TPC-DI,Semantically-Joinable,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,67.23186612129211,2.0,14.0,14.0,6.0,42.0,Semantically,0.5,0.8411523906828935
TPC-DI,Semantically-Joinable,prospect_both_50_50_ac3_av,bert-base-uncased,0.5925925925925926,0.5,0.7272727272727273,134.64801573753357,bert-base-uncased,bert-base-uncased,0.6666666666666666,0.5625,0.8181818181818182,4,16.0,17.0,11.0,66.0,Semantically,0.6666666666666666,0.8142960758198095,prospect_both_50_50_ac3_av,bert-base-uncased,TPC-DI,Semantically-Joinable,facebook/bart-base,0.5185185185185185,0.4375,0.6363636363636364,118.25345730781557,4.0,16.0,17.0,11.0,66.0,Semantically,0.5925925925925926,0.767710409947985
TPC-DI,Semantically-Joinable,prospect_both_50_50_ac3_av,distilbert-base-uncased,0.6666666666666666,0.5625,0.8181818181818182,93.17993712425232,distilbert-base-uncased,bert-base-uncased,0.6666666666666666,0.5625,0.8181818181818182,4,16.0,17.0,11.0,66.0,Semantically,0.5185185185185185,0.6852348285603058,assays_horizontal_50_ac4_av,distilbert-base-uncased,ChEMBL,Unionable,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,85.18885493278503,5.0,23.0,23.0,23.0,100.0,No Semantically,0.6956521739130435,0.74350304494087
TPC-DI,Semantically-Joinable,prospect_both_50_50_ac3_av,sentence-transformers/all-MiniLM-L6-v2,0.5185185185185185,0.4375,0.6363636363636364,58.0695059299469,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.6666666666666666,0.5625,0.8181818181818182,4,16.0,17.0,11.0,66.0,Semantically,0.5185185185185185,0.7049975382084975,assays_both_50_30_ac4_av,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,Semantically-Joinable,bert-base-uncased,0.6,0.4285714285714285,1.0,63.51837682723999,5.0,14.0,15.0,6.0,41.0,Semantically,0.5,0.8325036712789009
TPC-DI,Semantically-Joinable,prospect_both_50_50_ac3_av,albert-base-v2,0.6666666666666666,0.5625,0.8181818181818182,66.46030116081238,albert-base-v2,bert-base-uncased,0.6666666666666666,0.5625,0.8181818181818182,4,16.0,17.0,11.0,66.0,Semantically,0.6666666666666666,0.8037544464108929,assays_both_50_30_ec_ev,albert-base-v2,ChEMBL,Joinable,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,134.44360399246216,1.0,14.0,15.0,6.0,41.0,No Semantically,0.4,0.7526136409516659
TPC-DI,Semantically-Joinable,prospect_vertical_1_ec_av,bert-base-uncased,0.0,0.0,0.0,48.51790308952332,bert-base-uncased,bert-base-uncased,0.0,0.0,0.0,1,11.0,12.0,1.0,8.0,Semantically,0.0,0.0,prospect_vertical_50_ec_av,bert-base-uncased,TPC-DI,Semantically-Joinable,albert-base-v2,0.6666666666666666,0.5625,0.8181818181818182,45.16798686981201,1.0,16.0,17.0,11.0,66.0,Semantically,0.8148148148148148,1.0
TPC-DI,Semantically-Joinable,prospect_vertical_1_ec_av,distilbert-base-uncased,0.0,0.0,0.0,34.13850212097168,distilbert-base-uncased,bert-base-uncased,0.0,0.0,0.0,1,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,0.6309297535714575,prospect_vertical_1_ac3_av,distilbert-base-uncased,TPC-DI,Semantically-Joinable,facebook/bart-base,0.0,0.0,0.0,31.362027883529663,4.0,11.0,12.0,1.0,8.0,Semantically,0.0,0.0
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac5_av,bert-base-uncased,0.5454545454545454,0.5,0.6,164.84715580940247,bert-base-uncased,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,6,18.0,19.0,15.0,81.0,Semantically,0.6666666666666666,0.7892376301469318,prospect_vertical_30_ac1_ev,bert-base-uncased,TPC-DI,Joinable,facebook/bart-base,0.1,0.0714285714285714,0.1666666666666666,155.02371191978455,2.0,14.0,14.0,6.0,42.0,No Semantically,0.3,0.3257192188287456
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac5_av,distilbert-base-uncased,0.5454545454545454,0.5,0.6,107.41054606437685,distilbert-base-uncased,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,6,18.0,19.0,15.0,81.0,Semantically,0.606060606060606,0.6903151930141045,assays_both_0_50_ac1_ev,distilbert-base-uncased,ChEMBL,View-Unionable,albert-base-v2,0.7142857142857143,0.5882352941176471,0.9090909090909092,109.17498803138731,2.0,17.0,17.0,11.0,64.0,No Semantically,0.4285714285714285,0.6291979127586256
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac5_av,sentence-transformers/all-MiniLM-L6-v2,0.7272727272727272,0.6666666666666666,0.8,65.77505087852478,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,6,18.0,19.0,15.0,81.0,Semantically,0.7272727272727272,0.8422523696505734,prospect_vertical_1_ac1_ev,sentence-transformers/all-MiniLM-L6-v2,TPC-DI,Joinable,gpt,0.0,0.0,0.0,82.29870271682739,2.0,11.0,12.0,1.0,8.0,No Semantically,0.0,0.0
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac5_av,albert-base-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,77.5196840763092,albert-base-v2,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,6,18.0,19.0,15.0,81.0,Semantically,0.606060606060606,0.6647789144466825,assays_both_50_70_ac5_av,albert-base-v2,ChEMBL,Semantically-Joinable,albert-base-v2,0.742857142857143,0.6842105263157895,0.8125,150.70189118385315,6.0,19.0,20.0,16.0,82.0,Semantically,0.8571428571428572,0.8362266231432186
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac5_av,facebook/bart-base,0.606060606060606,0.5555555555555556,0.6666666666666666,340.99655866622925,facebook/bart-base,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,6,18.0,19.0,15.0,81.0,Semantically,0.7272727272727272,0.7874535474696506,prospect_horizontal_100_ac3_ev,facebook/bart-base,TPC-DI,Unionable,roberta-base,0.6818181818181818,0.6818181818181818,0.6818181818181818,360.5651781558991,4.0,22.0,22.0,22.0,100.0,No Semantically,0.6363636363636364,0.6435226890736997
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac5_av,gpt,0.7878787878787877,0.7222222222222222,0.8666666666666667,81.7397665977478,gpt,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,6,18.0,19.0,15.0,81.0,Semantically,0.7272727272727272,0.8435859458696705,assays_vertical_50_ac5_ev,gpt,ChEMBL,Joinable,distilbert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,99.65398788452148,6.0,17.0,17.0,11.0,64.0,No Semantically,0.3571428571428571,0.3743791727568343
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac5_av,roberta-base,0.4242424242424242,0.3888888888888889,0.4666666666666667,172.0872609615326,roberta-base,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,6,18.0,19.0,15.0,81.0,Semantically,0.6666666666666666,0.724457520107203,assays_horizontal_50_ac1_av,roberta-base,ChEMBL,Unionable,distilbert-base-uncased,0.782608695652174,0.782608695652174,0.782608695652174,188.4285559654236,2.0,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7997805631866914
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac3_av,sentence-transformers/all-MiniLM-L6-v2,0.3,0.2142857142857142,0.5,38.16601920127869,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.3,0.2142857142857142,0.5,4,14.0,14.0,6.0,42.0,Semantically,0.5,0.8417771098923534,assays_both_0_1_ec_av,albert-base-v2,ChEMBL,View-Unionable,sentence-transformers/all-MiniLM-L6-v2,0.1538461538461538,0.0833333333333333,1.0,40.255136013031006,1.0,12.0,12.0,1.0,8.0,No Semantically,0.1538461538461538,0.5
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac3_av,albert-base-v2,0.2,0.1428571428571428,0.3333333333333333,43.56948399543762,albert-base-v2,bert-base-uncased,0.3,0.2142857142857142,0.5,4,14.0,14.0,6.0,42.0,Semantically,0.2,0.208656625690782,prospect_vertical_70_ac2_av,facebook/bart-base,TPC-DI,Semantically-Joinable,facebook/bart-base,0.606060606060606,0.5555555555555556,0.6666666666666666,101.9492199420929,3.0,18.0,19.0,15.0,81.0,Semantically,0.6666666666666666,0.641481395510803
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac3_av,facebook/bart-base,0.3,0.2142857142857142,0.5,192.1067190170288,facebook/bart-base,bert-base-uncased,0.3,0.2142857142857142,0.5,4,14.0,14.0,6.0,42.0,Semantically,0.3,0.4088509304831693,prospect_vertical_70_ec_ev,gpt,TPC-DI,Joinable,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,204.75663471221924,1.0,18.0,19.0,15.0,81.0,No Semantically,0.7272727272727272,0.8518712241469897
TPC-DI,Semantically-Joinable,prospect_vertical_30_ac3_av,gpt,0.3,0.2142857142857142,0.5,50.06617999076843,gpt,bert-base-uncased,0.3,0.2142857142857142,0.5,4,14.0,14.0,6.0,42.0,Semantically,0.4,0.7114533439819829,assays_horizontal_0_ac5_ev,roberta-base,ChEMBL,Unionable,distilbert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,48.92743492126465,6.0,23.0,23.0,23.0,100.0,No Semantically,0.8695652173913043,0.8996128261758719
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac1_av,bert-base-uncased,0.0,0.0,0.0,47.95719623565674,bert-base-uncased,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,2,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,1.0,prospect_both_50_30_ac5_av,bert-base-uncased,TPC-DI,Semantically-Joinable,sentence-transformers/all-MiniLM-L6-v2,0.2,0.1428571428571428,0.3333333333333333,50.879141092300415,6.0,14.0,14.0,6.0,42.0,Semantically,0.3,0.5493640533376876
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac1_av,bert-base-uncased,0.606060606060606,0.5555555555555556,0.6666666666666666,172.3124918937683,bert-base-uncased,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,2,18.0,19.0,15.0,81.0,Semantically,0.7272727272727272,0.8134792202923906,prospect_vertical_70_ac1_av,bert-base-uncased,TPC-DI,Semantically-Joinable,bert-base-uncased,0.606060606060606,0.5555555555555556,0.6666666666666666,161.66020584106445,2.0,18.0,19.0,15.0,81.0,Semantically,0.606060606060606,0.6674676492448691
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac1_av,distilbert-base-uncased,0.606060606060606,0.5555555555555556,0.6666666666666666,117.60492491722108,distilbert-base-uncased,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,2,18.0,19.0,15.0,81.0,Semantically,0.5454545454545454,0.649616438165818,prospect_both_0_50_ac2_av,distilbert-base-uncased,TPC-DI,View-Unionable,albert-base-v2,0.5185185185185185,0.4375,0.6363636363636364,108.21057677268982,3.0,16.0,17.0,11.0,66.0,No Semantically,0.6666666666666666,0.8709387527404965
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.4848484848484848,0.4444444444444444,0.5333333333333333,77.40661191940308,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,2,18.0,19.0,15.0,81.0,Semantically,0.7272727272727272,0.8350506148283169,prospect_horizontal_0_ac3_ev,sentence-transformers/all-MiniLM-L6-v2,TPC-DI,Unionable,albert-base-v2,0.7272727272727273,0.7272727272727273,0.7272727272727273,73.69113516807556,4.0,22.0,22.0,22.0,100.0,No Semantically,0.5454545454545454,0.6450762271100456
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac1_av,albert-base-v2,0.5454545454545454,0.5,0.6,84.18999314308167,albert-base-v2,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,2,18.0,19.0,15.0,81.0,Semantically,0.606060606060606,0.6602722222506816,prospect_vertical_30_ac4_ev,albert-base-v2,TPC-DI,Joinable,roberta-base,0.3,0.2142857142857142,0.5,144.63378310203552,5.0,14.0,14.0,6.0,42.0,No Semantically,0.5,0.8627545507313896
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac1_av,facebook/bart-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,356.4883472919464,facebook/bart-base,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,2,18.0,19.0,15.0,81.0,Semantically,0.6666666666666666,0.7415858667854046,prospect_both_50_50_ac3_av,facebook/bart-base,TPC-DI,Semantically-Joinable,facebook/bart-base,0.5185185185185185,0.4375,0.6363636363636364,344.1537811756134,4.0,16.0,17.0,11.0,66.0,Semantically,0.5185185185185185,0.5964124235560372
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac1_av,gpt,0.606060606060606,0.5555555555555556,0.6666666666666666,87.19970607757568,gpt,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,2,18.0,19.0,15.0,81.0,Semantically,0.7272727272727272,0.8398349969650273,assays_both_0_50_ac4_ev,gpt,ChEMBL,View-Unionable,distilbert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,93.98119497299194,5.0,17.0,17.0,11.0,64.0,No Semantically,0.5714285714285714,0.7443008934563424
TPC-DI,Semantically-Joinable,prospect_vertical_70_ac1_av,roberta-base,0.4242424242424242,0.3888888888888889,0.4666666666666667,177.23852586746216,roberta-base,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,2,18.0,19.0,15.0,81.0,Semantically,0.6666666666666666,0.724457520107203,prospect_vertical_1_ac4_ev,roberta-base,TPC-DI,Joinable,bert-base-uncased,0.0,0.0,0.0,165.48465609550476,5.0,11.0,12.0,1.0,8.0,No Semantically,0.0,0.0
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,bert-base-uncased,0.0,0.0,0.0,47.88877201080322,bert-base-uncased,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,6,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,1.0,prospect_both_50_1_ac5_av,bert-base-uncased,TPC-DI,Semantically-Joinable,facebook/bart-base,0.0,0.0,0.0,40.54826211929321,6.0,11.0,12.0,1.0,8.0,Semantically,0.0,0.0
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,distilbert-base-uncased,0.0,0.0,0.0,34.41026997566223,distilbert-base-uncased,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,6,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,1.0,prospect_both_0_70_ac5_ev,distilbert-base-uncased,TPC-DI,View-Unionable,albert-base-v2,0.4242424242424242,0.3888888888888889,0.4666666666666667,27.96299409866333,6.0,18.0,19.0,15.0,81.0,No Semantically,0.5454545454545454,0.6494107496600992
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,20.47938084602356,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,6,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,0.6309297535714575,assays_both_0_70_ac3_av,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,View-Unionable,distilbert-base-uncased,0.5142857142857142,0.4736842105263157,0.5625,21.53148913383484,4.0,19.0,20.0,16.0,82.0,No Semantically,0.5142857142857142,0.6501872820002119
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,albert-base-v2,0.0,0.0,0.0,24.11287498474121,albert-base-v2,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,6,11.0,12.0,1.0,8.0,Semantically,0.0,0.0,prospect_both_50_70_ac4_ev,albert-base-v2,TPC-DI,Joinable,distilbert-base-uncased,0.606060606060606,0.5555555555555556,0.6666666666666666,41.43303823471069,5.0,18.0,19.0,15.0,81.0,No Semantically,0.606060606060606,0.7119089089560013
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,49.15080809593201,bert-base-uncased,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,5,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,1.0,prospect_both_50_1_ac4_av,bert-base-uncased,TPC-DI,Semantically-Joinable,gpt,0.1666666666666666,0.0909090909090909,1.0,40.29399800300598,5.0,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,1.0
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,distilbert-base-uncased,0.0,0.0,0.0,34.704238176345825,distilbert-base-uncased,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,5,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,1.0,assays_vertical_1_ac1_av,distilbert-base-uncased,ChEMBL,Semantically-Joinable,bert-base-uncased,0.0,0.0,0.0,29.718396186828613,2.0,12.0,12.0,1.0,8.0,Semantically,0.0,0.0
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,19.57782411575317,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,5,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,0.6309297535714575,assays_both_0_70_ac2_av,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,View-Unionable,roberta-base,0.5142857142857142,0.4736842105263157,0.5625,20.88894009590149,3.0,19.0,20.0,16.0,82.0,No Semantically,0.5714285714285714,0.6756132852947994
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,albert-base-v2,0.1666666666666666,0.0909090909090909,1.0,23.6585111618042,albert-base-v2,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,5,11.0,12.0,1.0,8.0,Semantically,0.0,0.0,prospect_both_50_70_ac5_ev,albert-base-v2,TPC-DI,Joinable,sentence-transformers/all-MiniLM-L6-v2,0.4848484848484848,0.4444444444444444,0.5333333333333333,43.95801019668579,6.0,18.0,19.0,15.0,81.0,No Semantically,0.5454545454545454,0.5875682913239001
TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,facebook/bart-base,0.0,0.0,0.0,100.8534529209137,facebook/bart-base,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,5,11.0,12.0,1.0,8.0,Semantically,0.0,0.0,assays_vertical_30_ac2_av,facebook/bart-base,ChEMBL,Semantically-Joinable,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,105.10326886177064,3.0,14.0,15.0,6.0,41.0,Semantically,0.5,0.7923823825200124
TPC-DI,Semantically-Joinable,prospect_both_50_50_ac2_av,bert-base-uncased,0.5925925925925926,0.5,0.7272727272727273,134.21328783035278,bert-base-uncased,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,3,16.0,17.0,11.0,66.0,Semantically,0.6666666666666666,0.8797360981516452,prospect_both_50_50_ac2_av,bert-base-uncased,TPC-DI,Semantically-Joinable,facebook/bart-base,0.5185185185185185,0.4375,0.6363636363636364,105.19818305969238,3.0,16.0,17.0,11.0,66.0,Semantically,0.4444444444444444,0.6852596663624393
TPC-DI,Semantically-Joinable,prospect_both_50_50_ac2_av,distilbert-base-uncased,0.5925925925925926,0.5,0.7272727272727273,94.61108493804932,distilbert-base-uncased,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,3,16.0,17.0,11.0,66.0,Semantically,0.5185185185185185,0.7395769870131208,assays_both_0_1_ac2_ev,distilbert-base-uncased,ChEMBL,View-Unionable,distilbert-base-uncased,0.0,0.0,0.0,75.88342595100403,3.0,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0
TPC-DI,Semantically-Joinable,prospect_both_50_50_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.5925925925925926,0.5,0.7272727272727273,60.08355522155762,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,3,16.0,17.0,11.0,66.0,Semantically,0.6666666666666666,0.874643977849016,prospect_horizontal_50_ac3_ev,sentence-transformers/all-MiniLM-L6-v2,TPC-DI,Unionable,distilbert-base-uncased,0.8181818181818182,0.8181818181818182,0.8181818181818182,69.4009690284729,4.0,22.0,22.0,22.0,100.0,No Semantically,0.6363636363636364,0.7228059463186064
TPC-DI,Semantically-Joinable,prospect_both_50_50_ac2_av,albert-base-v2,0.5185185185185185,0.4375,0.6363636363636364,64.80549025535583,albert-base-v2,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,3,16.0,17.0,11.0,66.0,Semantically,0.5925925925925926,0.6916254564163067,prospect_vertical_70_ac1_ev,albert-base-v2,TPC-DI,Joinable,roberta-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,120.0692868232727,2.0,18.0,19.0,15.0,81.0,No Semantically,0.7272727272727272,0.8549197475504215
